C_b =,,pH,[H3O+],[OH-],D,alpha H3PO4,alpha H2PO4,alpha HPO4,alpha PO4,phi,V_b
,,9.273882258245,5.32252538912046E-10,1.87880738351019E-05,1.25820712490102E-18,1.19839802634592E-10,0.002706969380619,0.991666406946287,0.005626623553255,2.00423557760464,20.0423557760464
,,9.373882258245,4.22783219661523E-10,2.36527835896749E-05,1.00032905947201E-18,7.55458026953397E-11,0.002148288473652,0.990774582403309,0.007077129047494,2.00658606343869,20.0658606343869
,,9.473882258245,3.35828648544786E-10,2.97770903207098E-05,7.95694577233867E-19,4.75999862173059E-11,0.001704076491548,0.989398718369356,0.008897205091497,2.00928026468082,20.0928026468082
,,9.57388225824499,2.66758177568421E-10,3.74871356940317E-05,6.33277194914523E-19,2.99750127452406E-11,0.001350957338189,0.98746996038998,0.011179082241856,2.01245687536177,20.1245687536177
,,9.67388225824499,2.11893552286191E-10,4.71935077405926E-05,5.04346232138873E-19,1.8863594175946E-11,0.001070302901721,0.984892796647309,0.014036900432107,2.01627781023709,20.1627781023709
,,9.77388225824499,1.68313031336947E-10,5.94131061663367E-05,4.01984308718685E-19,1.18616232098646E-11,0.000847278883208,0.981541442031856,0.017611279073074,2.02093534411886,20.2093534411886
,,9.87388225824499,1.3369579306297E-10,7.47966691464259E-05,3.20707887970327E-19,7.45149790208228E-12,0.000670078744219,0.977255447531311,0.022074473717018,2.02666009326555,20.2666009326555
,,9.97388225824499,1.06198343293772E-10,9.41634275059963E-05,2.56168266775888E-19,4.67549821358986E-12,0.000529310066614,0.971834722629002,0.027635967299708,2.03372985086312,20.3372985086312
,,10.073882258245,8.43563425591852E-11,0.000118544731749,2.0491557987404E-19,2.92939709062198E-12,0.000417503868717,0.965034328301422,0.034548167826932,2.04247914602371,20.4247914602371
,,10.173882258245,6.70066246728344E-11,0.000149238975233,1.64212298543101E-19,1.8320931255434E-12,0.00032872278174,0.956559659471285,0.043111617745143,2.05330917656868,20.5330917656868
,,10.273882258245,5.32252538912051E-11,0.000187880738351,1.3188569100009E-19,1.1432877393915E-12,0.000258248498056,0.946063010538397,0.053678740962403,2.06669745205074,20.6669745205074
,,10.373882258245,4.22783219661527E-11,0.000236527835897,1.06211008414228E-19,7.1151439841866E-13,0.000202332641447,0.933143014986675,0.066654652371166,2.08320607076492,20.8320607076492
,,10.473882258245,3.35828648544789E-11,0.000297770903207,8.58189365809785E-20,4.41336754083166E-13,0.000157998278415,0.917349044736514,0.082492956984631,2.10348707393905,21.0348707393905
,,10.573882258245,2.66758177568423E-11,0.00037487135694,6.96222338064088E-20,2.72649855527706E-13,0.000122881790314,0.898193252915369,0.101683865294045,2.12828287233171,21.2828287233171
,,10.673882258245,2.11893552286192E-11,0.000471935077406,5.67575529811873E-20,1.67621437985333E-13,9.51068549254419E-05,0.875173338100807,0.1247315550441,2.15841953946664,21.5841953946664
,,10.773882258245,1.68313031336949E-11,0.000594131061663,4.65392895773997E-20,1.02455075047268E-13,7.31839310937229E-05,0.847808940868593,0.152117875200211,2.19479117927583,21.9479117927583
,,10.873882258245,1.33695793062971E-11,0.000747966691464,3.84229598977587E-20,6.21959932485989E-14,5.59299802524642E-05,0.815693354752579,0.184250715267106,2.2383351200334,22.383351200334
,,10.973882258245,1.06198343293773E-11,0.00094163427506,3.19761354171161E-20,3.74565049236062E-14,4.24042619856616E-05,0.778559426400355,0.221398169337622,2.29000091153659,22.9000091153659
,,11.073882258245,8.43563425591859E-12,0.001185447317489,2.68553702725398E-20,2.23522929460385E-14,3.18569606337744E-05,0.736353909759518,0.263614233279826,2.35072130421601,23.5072130421601
,,11.173882258245,6.70066246728349E-12,0.001492389752331,2.27878836846161E-20,1.32022888765931E-14,2.36881688181912E-05,0.689308680653962,0.310667631177207,2.42140015794774,24.2140015794774
,,11.273882258245,5.32252538912055E-12,0.00187880738351,1.9557015824106E-20,7.70993360529609E-15,1.74153776435826E-05,0.637991884839039,0.36199069978331,2.50293905698929,25.0293905698929
